mo_start_date,LINE,MO,PRODUCT CODE,Sum of OEE,Max of mo_scheduled_hrs,pouches_produced,pouch_weight_g,kg_per_hr
45928,P12,26572,280375,0.33714539,24,91272,110,418.33
45928,P14,26516,280347,0.538952991,30,201784,90,605.35
45928,P14,26572,280090,0.687980769,24,206064,90,772.74
45928,P18,26524,280103,0.634615385,72,1140480,90,1425.60
45928,P19,26526,280351,0.732688492,42,768092,90,1645.91
45928,P20,26528,280584,0.341274202,49,417392,90,766.64
45928,P21,26531,280222,0.575679242,35.56,510960,90,1293.21
45929,P11,26549,120436,0.662852564,30,248172,90,744.52
45929,P12,26573,280376,0.640647163,48,346872,110,794.92
45929,P14,26515,280345,0.626264245,36,281368,90,703.42
45930,P15,26586,280344,0.669721572,29.23,244308,90,752.23
45931,P11,26582,280264,0.546274469,93,634028,90,613.58
45931,P12,26510,280377,0.596808511,12,80784,110,740.52
45931,P12,26510,280488,0.522340426,6,35352,110,648.12
45931,P12,26583,280378,0.633510638,12,85752,110,786.06
45931,P14,26585,280571,0.652654504,78,635320,90,733.06
45931,P18,26525,280324,0.737901142,80,1473441,90,1657.62
45931,P19,26588,280351,0.650901442,96,1559664,90,1462.19
45931,P20,26589,280584,0.361912393,24,216800,90,813.00
45931,P21,26555,280222,0.597926683,48,716364,90,1343.18
45932,P12,26512,280488,0.401891253,12,54400,110,498.67
45932,P13,26584,280256,0.698621795,60,523128,90,784.69
45932,P15,26522,280405,0.603668091,36,271216,90,678.04
45932,P20,26529,280323,0.51475917,72,925084,90,1156.36
45933,P12,26550,120532,0.402521368,30,150704,90,452.11
45933,P15,26647,280452,0.579282407,36,260260,90,650.65
45933,P21,26532,280213,0.630171608,48,754996,90,1415.62
45934,P12,26551,120536,0.593963675,12,88952,90,667.14
45934,P14,26650,120436,0.670272436,12,100380,90,752.85
45935,P11,26593,280264,0.69789501,111,966780,90,783.88
45935,P12,26595,280090,0.707865919,24,212020,90,795.08
45935,P12,26652,120536,0.502350427,12,75232,90,564.24
45935,P13,26602,280256,0.61994302,162,1253376,90,696.32
45935,P14,26603,120436,0.650440705,24,194820,90,730.58
45935,P15,26608,280452,0.626402244,24,187620,90,703.58
45935,P18,26611,280212,0.437873932,72,786912,90,983.64
45935,P19,26614,280351,0.544968792,152,2067568,90,1224.22
45935,P20,26618,241287,0.726201923,40,725040,90,1631.34
45935,P21,26649,280324,0.786650641,40,785392,90,1767.13
45936,P12,26598,120430,0.646794872,12,96864,90,726.48
45936,P14,26604,280166,0.659073565,126,1036380,90,740.27
45936,P15,26636,280105,0.752136752,18,168960,90,844.80
45937,P12,26596,120534,0.715064103,12,107088,90,803.16
45937,P12,26597,120532,0.568429487,42,297948,90,638.46
45937,P15,26607,280541,0.603472222,36,271128,90,677.82
45937,P15,26609,280104,0.742254274,12,111160,90,833.70
45937,P20,26617,251200,0.580255075,72,1042788,90,1303.49
45937,P21,26622,280213,0.735850694,24,440804,90,1653.02
45937,P21,26622,280480,0.648665137,88,1424780,90,1457.16
45938,P11,2593,280264,0.709535256,12,106260,90,796.95
45938,P18,26612,280591,0.396424279,64,633264,90,890.53
45939,P12,26599,120431,0.624305556,12,93496,90,701.22
45939,P15,26605,241283,0.749225427,36,336612,90,841.53
45940,P11,26594,280169,0.592013889,36,265980,90,664.95
45940,P12,26600,120453,0.355208333,24,106392,90,398.97
45940,P15,26606,280425,0.542654915,24,162536,90,609.51
45940,P20,26616,280318,0.370552885,16,147984,90,832.41
45941,P09,26654,280493,0.618990385,40,309000,90,695.25
45941,P12,26601,120448,0.571832579,17,121320,90,642.28
45941,P14,26698,280478,0.474893162,12,71120,90,533.40
45941,P15,26699,280103,0.344417735,12,51580,90,386.85
45941,P18,26613,280592,0.730208333,24,437424,90,1640.34
45941,P20,26619,280585,0.449332265,24,269168,90,1009.38
45942,P11,26657,280169,0.575701663,74,531672,90,646.63
45942,P13,26660,280256,0.617031808,158,1216688,90,693.05
45942,P14,26661,280478,0.5855836,24,175394,90,657.73
45942,P15,26670,280103,0.67972028,66,559872,90,763.46
45942,P18,26673,280590,0.779647436,24,467040,90,1751.40
45942,P19,26675,280351,0.677198677,157,2653752,90,1521.26
45942,P20,26676,280586,0.52170584,72,937568,90,1171.96
45942,P21,26679,280480,0.778587963,18,349804,90,1749.02
45943,P09,26702,280493,0.716479701,12,107300,90,804.75
45943,P14,26662,280345,0.618349359,12,92604,90,694.53
45943,P14,26663,280602,0.668678775,18,150212,90,751.06
45943,P18,26674,280567,0.68478389,136,2324540,90,1538.30
45944,P09,26656,280571,0.64275641,100,802160,90,721.94
45944,P09,26705,280106,0.833066239,12,124760,90,935.70
45944,P14,26665,120430,0.756891026,24,226704,90,850.14
45945,P11,26658,120448,0.712573099,57,506896,90,800.36
45945,P14,26664,120433,0.62008547,12,92864,90,696.48
45945,P15,26686,280559,0.747275641,36,335736,90,839.34
45945,P20,26677,280324,0.7800414,24,467276,90,1752.29
45945,P20,26677,280480,0.645562901,64,1031248,90,1450.19
45946,P14,26666,120531,0.597930021,24,179092,90,671.60
45946,P15,26671,280348,0.396191239,60,296668,90,445.00
45948,P11,26685,280450,0.595032051,24,178224,90,668.34
45948,P14,26753,120444,0.483846154,17.5,105672,90,543.46
45949,P09,26707,280571,0.624131944,24,186940,90,701.03
45949,P11,26710,280318,0.650017806,54,438060,90,730.10
45949,P13,26757,280256,0.65,2,16224,90,730.08
45949,P14,26715,280107,0.728877171,31,281988,90,818.67
45949,P15,26717,280103,0.645299145,42,338240,90,724.80
45949,P16,26720,280591,0.707165524,50.5,445684,90,794.29
45949,P18,26723,280567,0.797355769,112,2229024,90,1791.18
45949,P19,26724,280324,0.662580128,24,396912,90,1488.42
45949,P19,26724,280351,0.736335637,128,2352504,90,1654.10
45949,P20,26725,280324,0.725901442,64,1159584,90,1630.67
45950,P09,26708,280572,0.663213869,66,546276,90,744.92
45950,P14,26716,280166,0.737820513,84,773472,90,828.72
45951,P11,26711,280107,0.831118881,33,342288,90,933.51
45951,P15,26718,280421,0.4765625,72,428220,90,535.28
45951,P16,26721,280480,0.731176549,48,438004,90,821.26
45951,P22,26727,280324,0.722485978,16,288532,90,1622.99
45952,P20,26726,280583,0.626509688,88,1376116,90,1407.39
45953,P09,26709,280587,0.459099003,36,206264,90,515.66
45953,P11,26712,280264,0.733563135,53,485208,90,823.94
45953,P16,26722,280324,0.673646724,54,453984,90,756.64
45954,P09,26803,280584,0.721670228,36,324232,90,810.58
45954,P14,26802,280478,0.823363095,42,431574,90,924.80
45954,P15,26719,280451,0.770633013,32,307760,90,865.58
45954,P18,26804,280590,0.752884615,40,751680,90,1691.28
45955,P15,26806,280451,0.658476743,18.55,152440,90,739.60
45956,P09,26759,280571,0.827012108,54,557340,90,928.90
45956,P11,26761,280264,0.720764063,100.73,906080,90,809.56
45956,P13,26763,280351,0.543178292,143.27,971208,90,610.10
45956,P14,26809,280571,0.636712073,24,190708,90,715.16
45956,P16,26769,280324,0.769604701,48,461024,90,864.42
45956,P18,26773,280591,0.813728632,36,731184,90,1827.96
45956,P19,26775,280351,0.706656651,160,2822104,90,1587.43
45956,P20,26776,280585,0.527564103,72,948096,90,1185.12
45956,P21,26779,280480,0.600716991,154,2309060,90,1349.45
45957,P14,26766,120450,0.516105769,36,231876,90,579.69
45957,P18,26774,280324,0.768571687,106.5,2043048,90,1726.52
45958,P09,26760,241283,0.736988912,18.5,170156,90,827.79
45958,P14,26767,120532,0.542200855,12,81200,90,609.00
45958,P16,26770,280323,0.592084001,48,354682,90,665.03
45959,P12,26777,280622,0.438425926,12,56820,120,568.20
45959,P14,26768,280347,0.647344322,42,339312,90,727.10
45959,P18,26744,280324,0.547836538,16,218784,90,1230.66
45959,P20,26777,280105,0.65476429,24,392230,90,1470.86
45960,P11,26862,280121,0.596121795,60,446376,90,669.56
45960,P16,26771,280490,0.755851787,66,622580,90,848.97
45960,P20,26778,280453,0.556440304,64,888880,90,1249.99
45961,P09,26881,280425,0.720273794,29.5,265176,90,809.01
45961,P14,26880,280345,0.49079995,28.63,175364,90,551.27
45963,P09,26887,280169,0.731794872,60,547968,90,821.95
45963,P11,26883,120436,0.798041311,108,1075632,90,896.36
45963,P13,26889,280351,0.618811881,20.2,156000,90,695.05
45963,P14,26815,280345,0.626442308,12,93816,90,703.62
45963,P14,26816,120534,0.705936165,48,422884,90,792.91
45963,P16,26821,280490,0.649855769,60,486612,90,729.92
45963,P18,26821,280490,0.65221688,36,586056,90,1465.14
45963,P18,26824,280324,0.681810897,88,1497584,90,1531.62
45963,P19,26824,280324,0.739633413,64,1181520,90,1661.51
45963,P19,26826,280351,0.494937354,88,1087120,90,1111.83
45963,P20,26826,280351,0.571789864,64,913400,90,1284.47
45963,P20,26827,280451,0.586738782,48,702960,90,1318.05
45963,P21,26827,280451,0.632794058,63,995056,90,1421.51
45963,P21,26886,570261,0.584129446,46.5,677964,90,1312.19
45963,P22,26833,280480,0.624465812,42,654640,90,1402.80
45963,P22,26886,570261,0.62721688,72,1127184,90,1408.98
45964,P09,26813,280581,0.616310541,72,553792,90,692.24
45964,P14,26818,120433,0.704861111,30,263900,90,791.70
45964,P16,26822,280590,0.743856838,36,334200,90,835.50
45964,P18,26822,280590,0.769391026,36,691344,90,1728.36
45967,P11,26930,280169,0.641094322,42,336036,90,720.08
45967,P14,26819,120431,0.630448718,12,94416,90,708.12
45967,P14,26820,120437,0.762227564,60,570756,90,856.13
45967,P16,26823,280323,0.751733683,66,619188,90,844.35
45968,P09,26950,280572,0.688401442,24,206190,90,773.21
45968,P20,26830,280166,0.686648638,48,822660,90,1542.49
45968,P21,26832,570261,0.662613515,48,793864,90,1488.50
45968,P22,26836,280318,0.347880037,35,303908,90,781.48
45969,P09,26954,280105,0.731436966,12,109540,90,821.55
45969,P11,26953,280318,0.475801282,12,71256,90,534.42
45969,P12,26949,120436,0.586217949,24,175584,90,658.44
45969,P19,26953,280256,0.491559829,9,110424,90,1104.24
45970,P09,26894,280105,0.695032051,12,104088,90,780.66
45970,P09,26895,280586,0.847996795,32,338656,90,952.47
45970,P11,26958,280318,0.476255342,36,213972,90,534.93
45970,P12,26901,120436,0.56338141,12,84372,90,632.79
45970,P12,26902,280107,0.557652244,24,167028,90,626.36
45970,P14,26956,120448,0.856490385,24,256536,90,962.01
45970,P16,26908,280323,0.758370726,60,567868,90,851.80
45970,P18,26910,280324,0.628846154,12,188352,90,1412.64
45970,P18,26911,280212,0.74663141,100,1863592,90,1677.23
45970,P19,26913,280351,0.692605311,112,1936192,90,1555.87
45970,P20,26957,280106,0.503771749,28,352076,90,1131.67
45970,P21,26920,570261,0.522791466,64,835128,90,1174.40
45971,P11,26898,280169,0.529113248,36,237720,90,594.30
45971,P12,26900,120448,0.646153846,36,290304,90,725.76
45971,P14,26906,120532,0.677575973,54,456632,90,761.05
45971,P20,26915,120436,0.645369734,84,1353108,90,1449.76
45971,P22,26900,280421,0.543439503,48,651084,90,1220.78
45972,P09,26896,280588,0.82311463,34,349264,90,924.52
45972,P16,26909,120448,0.760782967,42,398772,90,854.51
45973,P09,26961,280583,0.512780449,24,153588,90,575.96
45973,P11,26899,280264,0.757599852,78,737478,90,850.94
45973,P12,26903,120451,0.569319801,18,127892,90,639.46
45973,P14,26948,120532,0.684788996,48,410216,90,769.16
45973,P21,26921,570261,0.614596688,48,736336,90,1380.63
45974,P09,27000,280490,0.572156933,54,385588,90,642.65
45974,P12,26904,280164,0.535289797,48,320660,90,601.24
45974,P16,27001,251200,0.591025641,36,265536,90,663.84
45975,P14,26907,120430,0.534918091,36,240328,90,600.82
45975,P18,26912,280318,0.821187233,24,491924,90,1844.72
45975,P18,26912,280480,0.809795673,24,485100,90,1819.13
45975,P19,26914,280256,0.669220318,46,768372,90,1503.34
45975,P20,26918,280584,0.484329212,28,338488,90,1088.00
45975,P21,26946,280490,0.741196441,38,703010,90,1665.02
45976,P11,27020,280580,#DIV/0!,12,94360,,0.00
45976,P12,27018,120431,0.626963141,24,187788,90,704.21
45976,P16,27019,280318,0.765544872,24,229296,90,859.86
45976,P20,226918,280584,0.506410256,12,151680,90,1137.60
45977,P09,26963,280585,0.846474359,72,760608,90,950.76
45977,P11,26966,280580,#DIV/0!,36,308840,,0.00
45977,P12,26971,120430,0.722747507,36,324716,90,811.79
45977,P14,26973,120430,0.697340745,64,556980,90,783.25
45977,P16,26979,280264,0.696527778,48,417248,90,782.34
45977,P18,26938,280480,0.827978098,12,247996,90,1859.97
45977,P18,26982,280480,0.565384615,12,169344,90,1270.08
45977,P19,26984,280256,0.562740385,24,337104,90,1264.14
45977,P20,26919,280584,0.614248252,11,168648,90,1379.85
45977,P21,26986,280490,0.779740919,12,233548,90,1751.61
45977,P21,26987,280480,0.491024038,100,1225596,90,1103.04
45977,P22,26989,280453,0.438719284,60,657026,90,985.54
45978,P11,26967,280578,0.486927083,60,364611,90,546.92
45978,P12,26969,120531,0.707820513,30,265008,90,795.02
45978,P14,26974,280090,0.506690705,24,151764,90,569.12
45978,P18,26983,280344,0.711028555,88,1561760,90,1597.25
45978,P19,26985,280351,0.659676773,124,2041726,90,1481.90
45979,P14,26975,280601,0.657919338,24,197060,90,738.98
45979,P16,27015,570261,0.731818182,66,602784,90,821.98
45980,P09,26962,280583,0.734668803,24,220048,90,825.18
45980,P12,26972,280107,0.696883903,36,313096,90,782.74
45980,P14,26976,280602,0.660870726,12,98972,90,742.29
45981,P09,26964,280478,0.583482143,42,305838,90,655.37
45981,P11,26968,280572,0.775462963,36,348400,90,871.00
45981,P12,27061,120436,0.614211213,59,452256,90,689.88
45982,P11,27099,280591,0.573682336,36,257744,90,644.36
45982,P14,2697,120430,0.814182692,8,81288,90,914.49
45982,P16,27016,280480,0.563000801,48,337260,90,632.36
45982,P18,27102,280324,0.702706553,36,631424,90,1578.56
45982,P21,27017,280591,0.717387821,24,429744,90,1611.54
45982,P22,26991,280590,0.637560096,16,254616,90,1432.22
45983,P09,27101,280324,0.726175214,24,217504,90,815.64
45983,P14,26873,120430,0.723130342,12,108296,90,812.22
45983,P14,27104,120450,0.686244658,12,102772,90,770.79
45983,P18,27109,280324,0.642051282,10,160256,90,1442.30
45983,P19,27093,280351,0.765705128,12,229344,90,1720.08
45983,P21,27106,280324,0.623557692,12,186768,90,1400.76
45983,P21,27108,280324,0.355235043,12,106400,90,798.00
45983,P22,27103,280324,0.398717949,12,119424,90,895.68
45983,P22,27111,280324,0.507264957,12,151936,90,1139.52
45992,P09,27024,280421,0.630074786,30,235900,90,707.70
45992,P11,27028,280572,0.67068977,48,401770,90,753.32
45992,P11,27028,280573,0.144169486,5.23,9410,90,161.93
45992,P12,27031,280379,0.502600473,36,204096,110,623.63
45992,P12,27036,280380,0.400827423,24,108512,110,497.35
45992,P13,27037,280256,0.498097113,127,789464,90,559.46
45992,P15,27036,280348,0.479166667,12,71760,90,538.20
45992,P16,27041,280480,0.601678843,18.32,137564,90,675.81
45992,P17,27044,280480,0.471962582,129,1519644,90,1060.22
45992,P20,27047,280587,0.448215721,42.12,471216,90,1006.87
45992,P21,27050,280592,0.55273479,42.25,582892,90,1241.66
45993,P15,27039,280348,0.646375868,96,774410,90,726.01
45993,P16,27073,280490,0.731368284,84,766708,90,821.47
45994,P09,27025,280451,0.525106838,24,157280,90,589.80
45994,P11,27029,280425,0.642628205,12,96240,90,721.80
45994,P12,27032,280376,0.491105201,24,132952,110,609.36
45994,P12,27034,280377,0.561997636,12,76072,110,697.33
45994,P20,27049,280166,0.581976617,88,1278300,90,1307.35
45994,P21,27052,280480,0.586185397,96,1404594,90,1316.81
45995,P09,27026,251200,0.592735043,36,266304,90,665.76
45995,P11,27030,241283,0.694526627,65,563400,90,780.09
45995,P12,27035,280375,0.602689125,24,163160,110,747.82
45995,P15,27043,280559,0.600841346,24,179964,90,674.87
45995,P19,27045,280351,0.599483352,67,1002528,90,1346.68
45996,P09,270327,280586,0.791666667,8,79040,90,889.20
45996,P12,27033,280378,0.59858156,12,81024,110,742.72
45996,P16,27042,280454,0.652483974,24,195432,90,732.87
45997,P09,27027,280586,0.721736597,22,198160,90,810.65
45997,P16,27186,280590,0.638301282,12,95592,90,716.94
45998,P09,27116,280586,0.76340812,24,228656,90,857.46
45998,P11,27190,120464,0.786927656,42,412476,90,883.88
45998,P12,27125,280426,0.245288754,24.5,67788,110,304.35
45998,P12,27188,280380,0.373463357,12,50552,110,463.39
45998,P13,27131,280256,0.596082621,162,1205136,90,669.52
45998,P15,27132,280348,0.707326007,63,556128,90,794.47
45998,P16,27134,280590,0.633717949,30,237264,90,711.79
45998,P17,27187,280480,0.520506143,48,623608,90,1169.27
45998,P19,27143,280351,0.665267672,148,2457552,90,1494.46
45998,P20,27144,280103,0.467932025,48,560620,90,1051.16
45998,P21,27147,280480,0.674436157,136,2289414,90,1515.05
45998,P22,27148,280591,0.411575594,82,842380,90,924.56
45999,P09,27117,280583,0.708333333,36,318240,90,795.60
45999,P16,27135,280591,0.757345085,36,340260,90,850.65
46000,P09,27118,280585,0.785730212,23,225536,90,882.53
46000,P11,27122,280298,0.628033626,114,893516,90,705.41
46000,P12,27124,280539,0.390847687,42,185168,110,484.96
46000,P17,27140,570261,0.61886268,64,988596,90,1390.21
46000,P20,27145,120464,0.732278312,60,1096660,90,1644.99
46000,P22,27165,280453,0.597231125,36,536648,90,1341.62
46001,P09,27120,280478,0.677197064,31,261994,90,760.63
46001,P12,27123,280397,0.595035461,6,40272,110,738.32
46001,P15,27133,120463,0.496614138,90,557797,90,557.80
46001,P16,27136,280425,0.441025641,12,66048,90,495.36
46001,P16,27137,280318,0.528926282,48,316848,90,594.09
46002,P14,27238,120433,0.385274217,36,173096,90,432.74
46003,P09,27119,280421,0.732371795,48,438720,90,822.60
46003,P16,27138,280264,0.711346154,30,266328,90,798.98
46003,P17,27168,570261,0.497446748,48,595981,90,1117.46
46003,P20,27146,241287,0.599959936,24,359400,90,1347.75
46003,P21,27225,280480,0.637522258,36,572852,90,1432.13
46003,P22,27195,280451,0.315104167,4,31460,90,707.85
46003,P22,27196,280452,0.585149573,24,350528,90,1314.48
46004,P14,27126,120450,0.573290598,24,171712,90,643.92
46004,P19,27221,280351,0.55021158,153,2101192,90,1236.00
46004,P20,27255,280490,0.748704594,24,448504,90,1681.89
46004,P22,27256,570261,0.040010684,12,11984,90,89.88
46005,P09,27197,280421,0.700040064,24,209676,90,786.29
46005,P11,27202,280298,0.636798878,48,381468,90,715.25
46005,P13,27208,280256,0.74347166,126,1057752,90,755.54
46005,P14,27257,280090,0.524278846,12,78516,90,588.87
46005,P14,27259,120453,0.605395299,12,90664,90,679.98
46005,P15,27209,120463,0.487019231,24,145872,90,547.02
46005,P16,27211,280264,0.742900641,60,556284,90,834.43
46005,P17,27219,280480,0.669878205,100,1672016,90,1504.81
46005,P20,27222,280344,0.614905955,76,1166452,90,1381.32
46005,P20,27258,280490,0.701682692,12,210168,90,1576.26
46005,P21,27226,280324,0.632673454,136,2147648,90,1421.24
46005,P22,27235,570261,0.561408253,80,1121020,90,1261.15
46006,P09,27199,280450,0.628703704,18,141232,90,706.16
46006,P14,27204,120444,0.571634615,12,85608,90,642.06
46006,P14,27260,120448,0.581303419,18,130584,90,652.92
46006,P15,27210,280348,0.562570356,41,287856,90,631.88
46007,P09,27200,280585,0.626375534,24,187612,90,703.55
46007,P11,27203,280281,#DIV/0!,66,626316,90,854.07
46007,P11,27203,280298,0.655522169,48,392684,90,736.28
46007,P14,27205,120532,0.355248397,24,106404,90,399.02
46007,P16,27212,280169,0.722355769,36,324540,90,811.35
46008,P09,27201,280581,0.649388355,60,486262,90,729.39
46008,P14,27250,120532,0.576762821,12,86376,90,647.82
46009,P14,27206,120431,0.851602564,48,255072,90,478.26
46009,P16,27213,280541,0.601762821,42,315420,90,675.90
46009,P17,27216,570261,0.69775641,12,208992,90,1567.44
46009,P20,27223,280584,0.657184829,24,393680,90,1476.30
46009,P22,27236,280324,0.639316239,24,382976,90,1436.16
46010,P09,27349,280318,0.760363248,18,170808,90,854.04
46010,P17,27217,570261,0.707665598,36,635880,90,1589.70
46010,P18,27350,280480,0.129326923,25,80700,90,290.52
46010,P20,27348,570261,0.536438301,24,321348,90,1205.06
46010,P22,27237,120436,0.494621394,48,592596,90,1111.12
46011,P09,27353,280571,0.638955662,12,95690,90,717.68
46011,P14,27207,120430,0.473931624,24,141952,90,532.32
46011,P16,27214,280318,0.627644231,24,187992,90,704.97
46011,P17,27354,280480,0.727764423,12,217980,90,1634.85
46011,P20,27352,280344,0.635182959,24,380500,90,1426.88
46011,P21,27266,280324,0.797252747,7,139296,90,1790.95
46012,P09,27262,280571,0.691059541,52,448470,90,776.20
46012,P11,27263,280281,#DIV/0!,24,188436,90,706.64
46012,P13,27264,280256,0.72010989,52.5,471816,90,808.83
46012,P14,27355,120430,0.561060158,65,455132,90,630.18
46012,P15,27267,280348,0.728396072,47,427248,90,818.13
46012,P16,27268,280590,0.709455128,36,318744,90,796.86
46012,P17,27270,280480,0.748704594,24,448504,90,1681.89
46012,P19,27272,280351,0.715033578,63,1124376,90,1606.25
46012,P20,27358,280480,0.722797958,27,487108,90,1623.69
46012,P21,27275,280324,0.707558362,67,1183264,90,1589.46
46012,P22,27276,280169,0.737851331,26,478836,90,1657.51
46012,P22,27357,120436,0.698237179,12,209136,90,1568.52
46013,P09,2770571,280571,0.578458868,12,86630,90,649.73
46013,P11,27359,120436,0.689018219,38,326760,90,773.91
46013,P16,27269,120464,0.719452663,26,233448,90,808.09
46013,P17,27271,280490,0.663862179,29,480530,90,1491.30
46013,P18,27360,280480,0.475029138,27.5,326060,90,1067.11
46014,P20,27362,280169,0.671356275,19,318384,90,1508.13
46024,P09,27287,280107,0.606055123,26.57,200964,90,680.72
46024,P13,27289,280256,0.520278234,45.47,295240,90,584.38
46024,P14,27290,120531,0.223735755,36,100520,90,251.30
46024,P16,27292,120430,0.23288638,2.18,6336,90,261.58
46024,P16,27292,120464,0.576709402,36,259104,90,647.76
46024,P17,27293,280490,0.50053864,36,449764,90,1124.41
46024,P18,27295,280421,0.308667961,38.83,299160,90,693.39
46024,P19,27296,280351,0.495131007,36.6,452320,90,1112.26
46024,P20,27297,280344,0.570603893,40.12,571400,90,1281.80
46024,P21,27298,280324,0.028617216,1.12,800,90,64.29
46024,P21,27299,280590,0.328846154,36,295488,90,738.72
46024,P22,27300,120448,0.435022264,44.57,483948,90,977.23
46025,P09,27288,251200,0.733413462,12,109836,90,823.77
46026,P09,27371,251200,0.782986111,36,351780,90,879.45
46026,P13,27372,280351,0.530710089,168,1112708,90,596.09
46026,P14,27387,120531,0.500961538,12,75024,90,562.68
46026,P14,27388,280090,0.733680556,12,109876,90,824.07
46026,P16,27375,241287,0.700357906,60,524428,90,786.64
46026,P16,27389,120464,0.478445513,12,71652,90,537.39
46026,P17,27376,280490,0.666927083,160,2663440,90,1498.19
46026,P18,27377,280421,0.579414019,46,665260,90,1301.60
46026,P19,27379,280351,0.64249747,152,2437584,90,1443.31
46026,P20,27380,280344,0.59767342,112,1670808,90,1342.61
46026,P21,27386,280590,0.468393716,112,1309404,90,1052.20
46026,P22,27382,280318,0.586880437,112,1640636,90,1318.37
46027,P09,27309,280166,0.68860844,24,206252,90,773.45
46027,P14,27373,120451,0.742895299,12,111256,90,834.42
46027,P14,27374,120431,0.714066952,54,481224,90,802.04
46027,P19,27374,280351,0.566272703,24,339220,90,1272.08
46028,P09,27308,280478,0.653362114,49,399544,90,733.86
46028,P18,27378,280212,0.600016997,66,988444,90,1347.88
46029,P16,27321,280213,0.748171192,34,317464,90,840.35
46030,P14,27315,280347,0.361835233,54,243848,90,406.41
46030,P16,27320,280559,0.690340909,44,379080,90,775.39
46031,P09,27392,280453,0.633814103,24,189840,90,711.90
46031,P18,27327,280480,0.509622062,48,610568,90,1144.82
46031,P20,27332,280584,0.544074422,41,556784,90,1222.21
46031,P21,27334,570261,0.524971955,40,524132,90,1179.30
46031,P22,27339,280480,0.491935096,40,491148,90,1105.08
46032,P09,27474,280573,0.585603632,24,175400,90,657.75
46032,P14,27316,280345,0.49821047,12,74612,90,559.59
46032,P16,27475,280121,0.301282051,12,45120,90,338.40
46033,P09,27393,280573,0.785492343,36,352906,90,882.27
46033,P12,27466,280379,0.509515366,48,275872,110,632.21
46033,P13,27441,280351,0.633360043,72,569112,90,711.39
46033,P14,27400,280478,0.660576923,45,370980,90,741.96
46033,P14,27476,280345,0.588541667,12,88140,90,661.05
46033,P16,27405,280121,0.559375,24,167544,90,628.29
46033,P17,27407,280213,0.591490208,136,2007849,90,1328.72
46033,P18,27411,280490,0.5838657,132,1923674,90,1311.60
46033,P18,27479,280480,0.6671875,4,66612,90,1498.77
46033,P19,27416,280351,0.677207282,160,2704495,90,1521.28
46033,P20,27419,280583,0.543088071,23,311776,90,1219.99
46033,P21,27477,570261,0.568773195,76,1078940,90,1277.69
46033,P22,27425,280480,0.340438034,12,101968,90,764.76
46033,P22,27426,280451,0.631170826,84,1323338,90,1417.86
46033,P22,27426,280452,0.452528045,40,451804,90,1016.56
46034,P09,27430,570468,0.726237536,18,163142,90,815.71
46034,P16,27406,251200,0.702110043,36,315444,90,788.61
46034,P20,27420,120448,0.611982249,52,794304,90,1374.76
46034,P20,27420,280107,0.710828437,72,1277444,90,1596.81
46034,P21,27424,280324,0.570344933,84,1195808,90,1281.22
46035,P09,27402,280572,0.844150641,24,252840,90,948.15
46035,P12,27467,280376,0.468408319,48,253615,110,581.20
46035,P14,27401,280571,0.723860399,45,406520,90,813.04
46035,P16,27404,280264,0.699085945,108,942256,90,785.21
46036,P09,27394,280581,0.801711627,72,720386,90,900.48
46036,P13,27524,280256,0.463324176,42,242856,90,520.41
46037,P12,27468,280378,0.526300236,12,71240,110,653.03
46037,P12,27469,280377,0.447331982,42,211928,110,555.05
46037,P14,27540,280602,0.488127671,24,146204,90,548.27
46038,P14,27403,120430,0.643309295,24,192684,90,722.57
46039,P09,27486,280582,0.655128205,25,204400,90,735.84
46039,P12,27560,280375,0.491371158,24,133024,110,609.69
46039,P13,27492,280351,0.579608753,174,1258632,90,651.02
46039,P14,27556,120450,0.566185897,12,84792,90,635.94
46039,P17,27414,280421,0.310546875,16,124020,90,697.61
46039,P18,27409,570261,0.664429754,24,398020,90,1492.58
46039,P20,27418,280584,0.609561966,12,182576,90,1369.32
46039,P22,27513,280169,0.436674679,60,653964,90,980.95
46040,P12,27487,280488,0.444519665,22,110312,110,551.56
46040,P14,27495,120453,0.622462607,12,93220,90,699.15
46040,P14,27497,280571,0.749085717,78,729190,90,841.37
46040,P16,27559,280264,0.621501068,12,93076,90,698.07
46040,P16,27564,280324,0.63638664,114,905400,90,714.79
46040,P17,27530,280166,0.608253205,96,1457472,90,1366.38
46040,P18,27563,570261,0.531403579,24,318332,90,1193.75
46040,P19,27507,280256,0.641666667,12,192192,90,1441.44
46040,P19,27508,280351,0.723054184,148,2671020,90,1624.27
46040,P20,27558,280584,0.615678419,24,368816,90,1383.06
46040,P21,27511,280324,0.543115022,159,2155428,90,1220.05
46041,P15,27500,280480,0.58321648,96,698740,90,655.07
46041,P18,27531,280490,0.724025107,24,433720,90,1626.45
46041,P20,27533,280585,0.728171741,48,872408,90,1635.77
46041,P22,27514,280318,0.62742674,28,438496,90,1409.45
46042,P12,27488,280380,0.649992612,48,351932,110,806.51
46042,P18,27532,280490,0.664476496,24,398048,90,1492.68
46042,P18,27532,280647,0.61284965,88,1346112,90,1376.71
46043,P20,27534,280103,0.719911859,16,287504,90,1617.21
46043,P22,27537,280480,0.658273237,48,788664,90,1478.75
46044,P12,27489,280426,0.53714539,12,72708,110,666.49
46044,P12,27490,280436,0.370734831,36,150548,110,460.01
46044,P14,27527,120534,0.433684371,42,227320,90,487.11
